Amenities,Bedrooms,Bathrooms,Area (m²),Furnished,Level,Ad Type,Type,Payment Option,price,title,location,Compound
"Electricity Meter,Water Meter,Natural Gas",3,3,230,No,2,For Sale,Apartment,Cash,"1,600,000 EGPnegotiable",شقه للبيع,Shorouk City,
"Balcony,Pets Allowed,Security,Elevator",3,2,168,No,1,For Sale,Apartment,Cash,"2,650,000 EGP",شقه للبيع بمدينتي 168متر b8 بسعر لقطه,Madinaty,Madinaty
,3,2,270,No,2,For Sale,Apartment,Cash,"4,250,000 EGP",شقة للبيع بالقاهرة الجديدة (التجمع الاول) ...,Nasr City,
,3,2,170,No,4,For Sale,Apartment,Cash,"1,150,000 EGPnegotiable",شقه للبيع قرب اولاد رجب مصطفى النحاس 165م ...,Nasr City,
,3,3,166,,5,For Sale,Apartment,Cash,"1,900,000 EGP",للبيع بمدينتي شقه166م ارقي مواقع مدينتي b8...,Madinaty,
"Water Meter,Landline",3,1,120,No,1,For Sale,Apartment,Cash,"550,000 EGPnegotiable",شقة في ألف مسكن تشطيب ألترا سوبر لوكس,Ain Shams,
"Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,153,Yes,8,For Sale,Apartment,Cash,"650,000 EGP",شقه للبيع بمدينه نصر,Nasr City,
,2,1,86,No,4,For Sale,Apartment,Cash,"420,000 EGP",شقه للبيع,Shorouk City,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,140,No,1,For Sale,Apartment,Cash,"1,600,000 EGPnegotiable",`للبيع بالبنفسج عمارات شقة اكسترا سوبر لوك...,New Cairo - El Tagamoa,
"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,175,No,3,For Sale,Apartment,Cash,"2,350,000 EGP",للتمليك بمدينتي شقه بمساحه 175 متر بال B1 ...,Madinaty,Madinaty
"Balcony,Security",3,3,205,No,3,For Sale,Apartment,Cash,"2,000,000 EGP",AA-159شقه مميزه للبيع داخل كمبوند كليوباتر...,Shorouk City,Cleopatra Palace
"Balcony,Covered Parking,Pets Allowed,Elevator",3,2,214,,3,For Sale,Apartment,Cash,"1,850,000 EGP",AA -158شقة مميزة للبيع باللوتس الشمالية با...,New Cairo - El Tagamoa,
,2,1,120,No,2,For Sale,Apartment,Cash,"450,000 EGP",شقه للبيع في المعادي صقر قريش,Maadi,
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120,,6,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقة للبيع,Ain Shams,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,2,136,No,5,For Sale,Apartment,Cash,"1,750,000 EGP",للبيع بمدينتى شقه 136 متر على وايت جاردن ب...,Madinaty,
,3,2,160,No,1,For Sale,Apartment,Cash,"2,050,000 EGP",شقة للبيع في التجمع الخامس علي شارع رئيسي,Nasr City,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,130,No,5,For Sale,Apartment,Cash,"2,400,000 EGP",افضل شقق على كورنيش المعادي تشطيب سوبر لوك...,Maadi,
,3,2,146,No,2,For Sale,Apartment,Cash,"1,050,000 EGP",للبيع شقة 146 متر بالخمائل الشيخ زايد,Downtown Cairo,
,3,1,100,No,Ground,For Sale,Apartment,Cash,"2,000,000 EGPnegotiable",شقة للبيع ١٠٠ مص الجديدة بموقع رائع وراقى ...,Obour City,
"Landline,Natural Gas,Water Meter,Electricity Meter",2,1,100,No,3,For Sale,Apartment,Cash,"350,000 EGP",شقه لقطه للبيع بسعر مغرى جدا,Obour City,
"Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,180,No,10,For Sale,Apartment,Cash,"1,150,000 EGP",فرصة للبيع شقة 180متر بالمنطقة السادسة و ث...,Nasr City,
,2,1,107,,Ground,For Sale,Apartment,Cash,"1,300,000 EGP",لسرعة البيع بمدينتي ارضي بحديقة بجوار الخد...,Madinaty,
"Security,Electricity Meter,Natural Gas,Elevator",3,2,160,No,6,For Sale,Apartment,Cash,"1,120,000 EGP",شقة للمبيع بالبارون مساحة ١٦٠ متر سوبر لوك...,Mokattam,
"Balcony,Covered Parking,Electricity Meter,Elevator",3,3,134,No,2,For Sale,Apartment,Cash,"1,100,000 EGP",شقة ١٣٤ متر اللوتس الشمالية أمامي جانبي تط...,New Cairo - El Tagamoa,
,2,1,70,,5,For Sale,Apartment,Cash,800 EGPnegotiable,مدينة بدر,Badr City,
"Balcony,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Elevator",3,3,202,,2,For Sale,Apartment,Cash,"2,200,000 EGP",For Sale Apartment 202m At Mountain view H...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Water Meter,Natural Gas,Landline",2,1,70,No,Highest,For Sale,Apartment,Cash,"400,000 EGP",شقه للبيع فى التجمع الثالث,New Cairo - El Tagamoa,
,2,2,100,No,2,For Sale,Apartment,Cash,"600,000 EGP",شقه للبيع بمدينه نصر امام سوق السيارات و ا...,Nasr City,
,3,3,155,Yes,1,For Sale,Apartment,Cash,"2,050,000 EGPnegotiable",بالرحاب شقه للبيع مساحه 155متر امام السوق,Rehab City,Rehab City
"Electricity Meter,Water Meter,Landline,Elevator",3,1,85,No,1,For Sale,Apartment,Cash,"360,000 EGP",شقة للبيع,Maadi,
"Electricity Meter,Natural Gas",3,2,168,,1,For Sale,Apartment,Cash,"750,000 EGPnegotiable",شقة للمبيع دوبلكس سوبر لوكس مدينة عباد الر...,Mokattam,
"Balcony,Covered Parking,Pets Allowed,Security,Pool",2,2,140,No,1,For Sale,Apartment,Cash,"1,500,000 EGP",شقه للبيع في ستون ريزيدنس علي حمام سباحه ت...,New Cairo - El Tagamoa,Stone Residence
,3,2,210,,3,For Sale,Apartment,Cash,"1,800,000 EGP",شقه للبيع,New Cairo - El Tagamoa,
Security,3,2,135,No,1,For Sale,Apartment,Cash,"1,500,000 EGP",شقه بيع لقطه في مدينتي في البي 3 قريبه من ...,Madinaty,Madinaty
Electricity Meter,2,1,65,No,2,For Sale,Apartment,Cash,"140,000 EGP",شقة للبيع بمساكن الدلتا 2 عملية 360 خلف نا...,Salam City,
,2,1,100,No,10+,For Sale,Apartment,Cash,"140,000 EGPnegotiable",النزهه الجديده,New Nozha,
"Balcony,Built in Kitchen Appliances,Security,Pets Allowed,Pool,Electricity Meter,Water Meter",2,2,150,,2,For Sale,Apartment,Cash,"1,250,000 EGP",Sharm El-sheikh Sunnylakes resort . صني لا...,Nasr City,
"Balcony,Covered Parking,Private Garden,Electricity Meter",4,2,250,No,Ground,For Sale,Apartment,Cash,"1,800,000 EGP",Apartment for sale in mokatam شقه للبيع في...,Mokattam,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90,No,Ground,For Sale,Apartment,Cash,"1,200,000 EGPnegotiable",لقطه اوي للبيع شقه 90م بالرحاب,New Cairo - El Tagamoa,Rehab City
Security,3,2,133,No,2,For Sale,Apartment,Cash,"1,550,000 EGP",شقه للبيع تحفه في مدينتي في البي 11 اول سك...,Madinaty,Madinaty
,2,1,75,No,2,For Sale,Apartment,Cash,"300,000 EGP",شقة تمليك بحصة معمل الألبان الخلفاوى,Shubra,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,86,No,2,For Sale,Apartment,Cash,"500,000 EGP",للبيع شقه 86م بعمارات الظباط زهراء م نصر د...,Nasr City,
"Balcony,Maids Room,Security,Water Meter,Natural Gas,Landline,Elevator",4,4,278,,2,For Sale,Apartment,Cash,"4,200,000 EGP",للبيع شقة 278م كورنر سوديك إيستاون موقع مم...,New Cairo - El Tagamoa,Eastown
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,107,No,3,For Sale,Apartment,Cash,"1,250,000 EGP",شقة للبيع بمدينتي في B1,Madinaty,
,2,1,107,,5,For Sale,Apartment,Cash,"1,200,000 EGP",بأقل سعر لنموذج 100 في B1 بجوار مترو مباشر...,Madinaty,
Security,3,3,158,No,Ground,For Sale,Apartment,Cash,"2,300,000 EGP",شقه للبيع ارضي بحديقة في مدينتي في البي 3 ...,Madinaty,Madinaty
"Balcony,Maids Room,Security,Water Meter,Natural Gas,Landline,Elevator",4,4,278,,2,For Sale,Apartment,Cash,"4,200,000 EGP",apartment Corner 278m Eastown Sodic Very p...,New Cairo - El Tagamoa,Eastown
"Balcony,Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter",2,1,87,No,Ground,For Sale,Apartment,Cash,"1,250,000 EGP",للبيع في مدينتي شقة ٨٧م مع حديقة خاصة ٥٠م ...,Madinaty,Madinaty
"Balcony,Security,Covered Parking,Pets Allowed",2,1,70,No,6,For Sale,Apartment,Cash,"125,000 EGP",ال ريم,Ezbet El Nakhl,
,3,2,190,,1,For Sale,Apartment,Cash,"2,050,000 EGP",شقة باللوتس الشمالية المنطقة الرابعة الترا...,New Cairo - El Tagamoa,
"Balcony,Electricity Meter,Natural Gas",2,1,96,No,2,For Sale,Apartment,Cash,"420,000 EGPnegotiable",شقه ب ١٥مايو مايو مجاوره ٦حي ز تشطيب سوبر ...,Zahraa Al Maadi,
"Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,158,No,Ground,For Sale,Apartment,Cash,"2,300,000 EGP",شقه للبيع في مدينتي ارضي بحديقه بجوار الفو...,Madinaty,Madinaty
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,80,No,2,For Sale,Apartment,Cash,"450,000 EGP",شقة تمليك لقطة بجوار محطة مترو كوبري القبة...,Helmeyat El Zaytoun,
"Balcony,Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",3,2,108,No,Ground,For Sale,Apartment,Cash,"1,500,000 EGP",للبيع شقة مساحة ١٠٨م في البي١٠ فيو وايد جا...,Madinaty,Madinaty
"Balcony,Central A/C & heating,Electricity Meter,Water Meter,Elevator",3,2,175,No,3,For Sale,Apartment,Cash,"1,001 EGP",شقه للبيع او البدل من المالك,Obour City,
Balcony,2,1,70,No,4,For Sale,Apartment,Cash,"120,000 EGP",شقه للبيع,Badr City,
"Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165,No,2,For Sale,Apartment,Cash,"1,500,000 EGPnegotiable",اللوتس الشماليه أمام نادي بلاتنيوم,New Cairo - El Tagamoa,
"Balcony,Maids Room,Pets Allowed,Security,Pool,Water Meter,Elevator",3,3,202,,2,For Sale,Apartment,Cash,"2,200,000 EGP",لسرعه البيع شقه 202 م بكمبوند ماونتن فيو ه...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Electricity Meter,Elevator",2,2,90,,10+,For Sale,Apartment,Cash,"550,000 EGP",شقه علي العمومي بميدان حلميه الزيتون شارع ...,Sheraton,
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,195,No,1,For Sale,Apartment,Cash,"7,750 EGPnegotiable",شقة موقع متميز بزهراء المعاي,Zahraa Al Maadi,
,2,1,130,Yes,8,For Sale,Apartment,Cash,"1,200,000 EGP",شقة للبيع في ش البطراوي الرئيسي بجوار هارد...,Nasr City,Not in Compound
,2,1,100,,8,For Sale,Apartment,Cash,"220,000 EGP",شقه لوكس مشى دقيقتين الى محطة مترو الجراج ...,Ain Shams,
"Balcony,Maids Room,Electricity Meter,Water Meter,Natural Gas,Elevator",5,2,230,No,2,For Sale,Apartment,Cash,"2,500,000 EGPnegotiable",شقة للبيع 230 متر أمام مجلس الشورى بشارع ا...,Garden City,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,220,No,6,For Sale,Apartment,Cash,"2,000,000 EGPnegotiable",فرصة للبيع شقة 220متر بموقع رائع بالمنطقة ...,Nasr City,
"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,166,No,4,For Sale,Apartment,Cash,"1,950,000 EGP",Penthouse middle 166 m for sale ماونتن فيو...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Security",3,1,115,No,7,For Sale,Apartment,Cash,"700,000 EGPnegotiable",شقة للبيع عمائر مدينة نصر أمتداد شارع حسن ...,Nasr City,
Balcony,2,1,131,No,2,For Sale,Apartment,Cash,"800,000 EGP",Apartment,Maadi,Sama
,3,2,135,No,3,For Sale,Apartment,Cash,"1,480,000 EGP",شقه للبيع 135م بالمرحلة الثانيه بمليون 480,Madinaty,
,2,2,150,,1,For Sale,Apartment,Cash,"1,600,000 EGP",شقه مميزه للبيع في التجمع الخامس غرب ارابي...,New Cairo - El Tagamoa,
"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,150,No,9,For Sale,Apartment,Cash,"800,000 EGPnegotiable",شقة لسرعة البيع,Maadi,
"Balcony,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,70,,2,For Sale,Apartment,Cash,800 EGP,التجمع الاول شمالي شقة 500الف,New Cairo - El Tagamoa,
"Landline,Natural Gas,Water Meter,Electricity Meter,Security,Central A/C & heating,Built in Kitchen Appliances,Balcony,Covered Parking",3,2,167,Yes,4,For Sale,Apartment,Cash,"1,500,000 EGP",شقة مفروشة ،مصر الجديدة,Heliopolis,
"Security,Water Meter,Natural Gas,Landline,Elevator",2,2,141,,3,For Sale,Apartment,Cash,"1,550,000 EGP",شقة 141م كورنر ماونتن فيو هايد بارك على حم...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Electricity Meter,Water Meter,Elevator",2,1,100,No,6,For Sale,Apartment,Cash,"550,000 EGP",شقة للبيع,Helmeyat El Zaytoun,
"Electricity Meter,Natural Gas",1,1,80,No,Ground,For Sale,Apartment,Cash,"110,000 EGPnegotiable",شقه ببلاش للبيع,Zawya al-Hamra,
,3,2,160,No,1,For Sale,Apartment,Cash,"800,000 EGPnegotiable",شقة للبيع فى العبور من المالك,Obour City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90,No,4,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",شقه للبيع لقطه في الرحاب,Rehab City,Rehab City
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200,No,9,For Sale,Apartment,Cash,"2,750,000 EGPnegotiable",لعشاق التميز المعادي علي النيل ٢٠٠ متر للب...,Maadi,
,2,1,75,No,9,For Sale,Apartment,Cash,"730,000 EGP",شقه للبيع فى ابراج القوات المسلحه على كورن...,Maadi,
"Balcony,Electricity Meter,Natural Gas",3,2,330,,4,For Sale,Apartment,Cash,"2,250,000 EGPnegotiable",للبيع روف كامل بالتجمع الخامس 330م +تراس ب...,New Cairo - El Tagamoa,
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,Ground,For Sale,Apartment,Cash,"2,500,000 EGP",Apartment with garden 200 m + 110 m garden...,New Cairo - El Tagamoa,Mountain View Hyde Park
,3,1,100,,5,For Sale,Apartment,Cash,"1,200,000 EGPnegotiable",شقه للبيع الدقي محي الدين ابو العز,New Cairo - El Tagamoa,
"Balcony,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,274,No,2,For Sale,Apartment,Cash,"2,750,000 EGP",Apartment 274 m for sale in mountain view ...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Security,Water Meter,Elevator",3,2,131,No,4,For Sale,Apartment,Cash,"1,550,000 EGP",للبيع شقه ١٣١م فى b6 فيو وايد جاردن تشطيب ...,Madinaty,Madinaty
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,135,No,1,For Sale,Apartment,Cash,"720,000 EGP",شقه١٣٥ متر تمليك للبيع بحمامات القبه بالدو...,Helmeyat El Zaytoun,
"Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,160,,9,For Sale,Apartment,Cash,"650,000 EGP",شقه للبيع في حدائق القبه,Waili,
,2,1,70,No,5,For Sale,Apartment,Cash,"500,000 EGP",شقة للبيع اسكان الشباب,New Cairo - El Tagamoa,
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130,,2,For Sale,Apartment,Cash,"650,000 EGP",شقه دار مصر 15 مايو,15 May City,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,96,No,1,For Sale,Apartment,Cash,"630,000 EGP",شقة 96متر للبيع بــ زهراء مدينة نصر ثانى ن...,Nasr City,
"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,82,No,3,For Sale,Apartment,Cash,"1,000,000 EGP",شقة 82 متر للبيع بمدينتي B7 فيو جاردن و ال...,Madinaty,Madinaty
"Balcony,Pets Allowed,Security,Electricity Meter,Elevator",3,3,175,No,3,For Sale,Apartment,Cash,"2,250,000 EGP",للبيع شقه 175 متر فيو مجمع البنوك و جاردن ...,Madinaty,Madinaty
"Balcony,Security,Pets Allowed,Water Meter,Elevator",2,2,96,No,4,For Sale,Apartment,Cash,"880,000 EGP",للبيع في مدينتي شقة مساحة ٩٦م نص تشطيب اما...,Madinaty,Madinaty
"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165,No,4,For Sale,Apartment,Cash,"1,070,000 EGP",شقة للبيع مدينة نصر المنطقة العاشرة لها حص...,Nasr City,
"Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,135,No,7,For Sale,Apartment,Cash,"300,000 EGPnegotiable",شقة للبيع,Ain Shams,
"Balcony,Security,Elevator",2,2,96,No,5,For Sale,Apartment,Cash,"1,000,000 EGP",للبيع بسعر لقطة بالبي7 بمليون جنيه,Madinaty,
"Balcony,Built in Kitchen Appliances,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200,No,4,For Sale,Apartment,Cash,"1,580,000 EGPnegotiable",للبيع 200م زهراء المعادي الشطر السابع,Maadi,
,3,3,152,,Ground,For Sale,Apartment,Cash,"2,800,000 EGP",Eastown Ground with Garden,New Cairo - El Tagamoa,Eastown
"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,145,No,8,For Sale,Apartment,Cash,"900,000 EGPnegotiable",شقه للبيع,Nasr City,
Balcony,3,2,133,No,2,For Sale,Apartment,Cash,"1,550,000 EGP",للبيع بمدينتى,Madinaty,Madinaty
"Balcony,Maids Room,Security",4,5,278,,2,For Sale,Apartment,Cash,"4,200,000 EGP",للبيع شقة 278م ايستاون سوديك موقع مميز جدا...,New Cairo - El Tagamoa,Eastown
"Balcony,Security,Water Meter,Natural Gas,Landline,Elevator",2,2,141,,3,For Sale,Apartment,Cash,"1,550,000 EGP",Apartment 141 Below market price Mountain ...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,135,No,1,For Sale,Apartment,Cash,"1,600,000 EGP",للبيع في مدينتي شقة نموذج ٢٠٠ مساحة ١٣٥م ت...,Madinaty,Madinaty
,2,1,75,No,4,For Sale,Apartment,Cash,"220,000 EGPnegotiable",شقه للبيع,Ezbet El Nakhl,
,3,1,100,No,4,For Sale,Apartment,Cash,"600,000 EGP",شقه للبيع الحي السابع م. نصر,Nasr City,
"Balcony,Covered Parking,Security",3,2,231,,1,For Sale,Apartment,Cash,"6,500,000 EGP",apartment for sale in Mivida-New Cairo-ful...,New Cairo - El Tagamoa,Mivida
,3,3,250,No,6,For Sale,Apartment,Cash,"1,600,000 EGP",شقه للبيع 250 م,Nasr City,
"Balcony,Security,Covered Parking,Private Garden,Pets Allowed",3,2,106,No,Ground,For Sale,Apartment,Cash,"1,550,000 EGP",للبيع بمدينتي بالB10 شقة ارضي بحديقة خالصه...,Madinaty,
"Electricity Meter,Water Meter,Natural Gas,Landline",3,2,150,No,6,For Sale,Apartment,Cash,850 EGP,مدينة نصر المنطقة 11عمارات اطلس,Almazah,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211,Yes,2,For Sale,Apartment,Cash,"5,000,000 EGP",Park view apartment 211 m for SALE fully f...,New Cairo - El Tagamoa,Park View
"Electricity Meter,Water Meter",10+,4,60,No,4,For Sale,Apartment,Cash,"450,000 EGP",منزل مكون من اربع طوابق,Helwan,
"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas",2,1,90,No,Ground,For Sale,Apartment,Cash,"1,050,000 EGP",للبيع بالرحاب شقة ٩٠م أرضى بدون حديقة خطوا...,Rehab City,Rehab City
,3,2,180,No,Ground,For Sale,Apartment,Cash,"1,650,000 EGPnegotiable",بمربع الوزرا شقه للبيع عالواجهه سوبر لوكس ...,Sheraton,
"Balcony,Covered Parking,Maids Room,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",7,4,450,No,Highest,For Sale,Apartment,Cash,"8,500,000 EGPnegotiable",شـقـة لـلـبـيـع بـكـورنـيـش الـزمـالـك 450...,Zamalek,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135,No,3,For Sale,Apartment,Cash,"1,550,000 EGPnegotiable",امتلك شقه فى مدينتى 135 متر نموذج 200 فى b...,Madinaty,
"Electricity Meter,Water Meter",2,1,65,No,1,For Sale,Apartment,Cash,"600,000 EGP",شقتان متجاورتان للبيع بمدينة الشروق تعاوني...,Shorouk City,
"Balcony,Built in Kitchen Appliances,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,180,No,2,For Sale,Apartment,Cash,"1,650,000 EGPnegotiable",للبيع شقة 180م مقابل نادي وادي دجلة,Maadi,
"Covered Parking,Pets Allowed,Security,Water Meter,Natural Gas,Landline,Elevator",3,2,175,,8,For Sale,Apartment,Cash,"1,750,000 EGPnegotiable",شقة للبيع في دجلة - apartment for sale in ...,Maadi,
"Balcony,Built in Kitchen Appliances,Covered Parking,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,160,,2,For Sale,Apartment,Cash,"1,700,000 EGP",للبيع شقة 160م نيركو الشطر الثالث فيو الجن...,Maadi,
"Built in Kitchen Appliances,Central A/C & heating,Electricity Meter,Natural Gas,Elevator",3,1,120,No,4,For Sale,Apartment,Cash,"750,000 EGP",شقه للبيع عمارات الشركه الكويتيه المعادي,Maadi,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,220,No,7,For Sale,Apartment,Cash,"950,000 EGPnegotiable",شقة للبيع بحدائق المعادي 220 متر,Maadi,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,64,No,2,For Sale,Apartment,Cash,"445,000 EGPnegotiable",شقه سوبر لوكس بعمارات الجهاز شارع رئيسي ال...,New Cairo - El Tagamoa,
"Security,Elevator",3,2,135,No,6,For Sale,Apartment,Cash,"1,650,000 EGP",شقة للبيع فى مدينتى 135 متر فى المرحلة الث...,Madinaty,
"Covered Parking,Pets Allowed,Private Garden",3,2,120,No,Ground,For Sale,Apartment,Cash,"2,450,000 EGP",موقع مميز وحديقه علي شارع الطاقه رئيسي ٣٠٠...,Nasr City,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135,No,3,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",من المالك شقة ١٣٥م تاني صف أمام نادي بلاتي...,New Cairo - El Tagamoa,
,3,1,130,No,8,For Sale,Apartment,Cash,"620,000 EGP",سيد رجب,Nasr City,
,2,3,180,No,Ground,For Sale,Apartment,Cash,"2,250,000 EGP",شقة للبيع في البنفسج عمارات تشطيب تحفة,New Cairo - El Tagamoa,Not in Compound
Private Garden,3,2,123,,Ground,For Sale,Apartment,Cash,"1,550,000 EGP",للبيع أرضى بجنينه بسعر تجاررري,Madinaty,
,2,1,175,Yes,5,For Sale,Apartment,Cash,"2,500,000 EGP",شقه للبيع امام الاتحاديه روكس,Heliopolis,
"Balcony,Electricity Meter,Water Meter,Natural Gas",3,1,125,No,5,For Sale,Apartment,Cash,"340,000 EGPnegotiable",فرصه للتمليك,Ezbet El Nakhl,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Pool,Natural Gas,Landline",2,2,85,Yes,Ground,For Sale,Apartment,Cash,"8,500 EGP",ارقي شقه مفروش بكمبوند العربية جيت,New Cairo - El Tagamoa,Arabia Gate
,3,2,140,No,2,For Sale,Apartment,Cash,"875,000 EGPnegotiable",بالهضبه الوسطي بالحي الخامس علي شارع رئيسي...,Mokattam,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,153,No,1,For Sale,Apartment,Cash,"1,400,000 EGPnegotiable",شقة للبيع,New Cairo - El Tagamoa,
"Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,140,Yes,10+,For Sale,Apartment,Cash,"2,000,000 EGP",الزمالك شقة لقطة ١٤٠م ، ترا النيل ومتشطبة ...,Zamalek,
,2,2,141,,2,For Sale,Apartment,Cash,"1,600,000 EGP",Corner apt 141 sqm prime location at MV,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,120,No,2,For Sale,Apartment,Cash,"600,000 EGP",شقة ١٢٠ م امام مترو الملك الصالح,Masr al-Kadema,
"Balcony,Pets Allowed,Security,Elevator",2,2,96,No,4,For Sale,Apartment,Cash,"1,025,000 EGP",للبيع بمدينتى شقة 96 متر فى b11 تشطيب سوبر...,Madinaty,Madinaty
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,136,No,5,For Sale,Apartment,Cash,"1,750,000 EGP",للبيع في مدينتي شقة نموذج ٢٠٠ مساحة ١٣٦م ف...,Madinaty,Madinaty
"Balcony,Built in Kitchen Appliances,Private Garden,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,3,276,Yes,Ground,For Sale,Apartment,Cash,"2,400,000 EGP",امتلك الان بارخص سعر في التجمع داخل كمبوند,New Cairo - El Tagamoa,Zizinia Gardens
"Balcony,Built in Kitchen Appliances,Security,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,245,No,6,For Sale,Apartment,Cash,"3,200,000 EGP",للتمليك بمدينتي شقه بمساحه 245 متر تشطيبات...,Madinaty,Madinaty
"Private Garden,Pets Allowed,Electricity Meter",2,1,115,No,Ground,For Sale,Apartment,Cash,"490,000 EGP",شقة للبيع منطقة التامنة,Shorouk City,
"Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,108,No,3,For Sale,Apartment,Cash,"1,009 EGP",شقه للبيع هاي سوبر لوكس في الواحه كمبوند ب...,Nasr City,
"Balcony,Electricity Meter,Elevator",3,3,195,,10+,For Sale,Apartment,Cash,"800,000 EGP",شقة للبيع في بيتشو,Maadi,
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,175,,1,For Sale,Apartment,Cash,"7,700,000 EGPnegotiable",شقه لبيع بانورما منطقه الثامنه,Shorouk City,
